chr_id_short	Start	End	Strand	gene	locus_tag	Genbank ID	Chromosome	chr_length
chrIV	1055212	1055892	+	MHR1	YDR296W	BK006938.2	NC_001136.10	1531933
chrIV	1056551	1057600	+	SUR2	YDR297W	BK006938.2	NC_001136.10	1531933
chrIV	1058176	1058814	-	ATP5	YDR298C	BK006938.2	NC_001136.10	1531933
chrIV	1059627	1061231	+	BFR2	YDR299W	BK006938.2	NC_001136.10	1531933
chrIV	1061505	1062791	-	PRO1	YDR300C	BK006938.2	NC_001136.10	1531933
chrIV	1063352	1067425	+	CFT1	YDR301W	BK006938.2	NC_001136.10	1531933
chrIV	1067731	1068390	+	GPI11	YDR302W	BK006938.2	NC_001136.10	1531933
chrIV	1068729	1071386	-	RSC3	YDR303C	BK006938.2	NC_001136.10	1531933
chrIV	1071880	1072557	-	CPR5	YDR304C	BK006938.2	NC_001136.10	1531933
chrIV	1072746	1073488	-	HNT2	YDR305C	BK006938.2	NC_001136.10	1531933
chrIV	1073735	1075171	-	PFU1	YDR306C	BK006938.2	NC_001136.10	1531933
chrIV	1075472	1075544	-	YNCD0022C	YNCD0022C	BK006938.2	NC_001136.10	1531933
chrIV	1075865	1077853	+	PMT7	YDR307W	BK006938.2	NC_001136.10	1531933
chrIV	1078027	1078449	-	SRB7	YDR308C	BK006938.2	NC_001136.10	1531933
chrIV	1079048	1080199	-	GIC2	YDR309C	BK006938.2	NC_001136.10	1531933
chrIV	1081128	1084316	-	SUM1	YDR310C	BK006938.2	NC_001136.10	1531933
chrIV	1085065	1086993	+	TFB1	YDR311W	BK006938.2	NC_001136.10	1531933
chrIV	1087581	1088942	+	SSF2	YDR312W	BK006938.2	NC_001136.10	1531933
chrIV	1089219	1090079	-	PIB1	YDR313C	BK006938.2	NC_001136.10	1531933
chrIV	1090433	1092511	-	RAD34	YDR314C	BK006938.2	NC_001136.10	1531933
chrIV	1092741	1093586	-	IPK1	YDR315C	BK006938.2	NC_001136.10	1531933
chrIV	1093763	1095178	+	OMS1	YDR316W	BK006938.2	NC_001136.10	1531933
chrIV	1095370	1095461	-	YNCD0023C	YNCD0023C	BK006938.2	NC_001136.10	1531933
chrIV	1096064	1101332	+	YDR316W-B	YDR316W-B	BK006938.2	NC_001136.10	1531933
chrIV	1096064	1097386	+	YDR316W-A	YDR316W-A	BK006938.2	NC_001136.10	1531933
chrIV	1102184	1103428	+	HIM1	YDR317W	BK006938.2	NC_001136.10	1531933
chrIV	1103758	1104947	+	MCM21	YDR318W	BK006938.2	NC_001136.10	1531933
chrIV	1105003	1105827	-	YFT2	YDR319C	BK006938.2	NC_001136.10	1531933
chrIV	1106095	1108101	-	SWA2	YDR320C	BK006938.2	NC_001136.10	1531933
chrIV	1108280	1108498	-	DAD4	YDR320C-A	BK006938.2	NC_001136.10	1531933
chrIV	1108702	1109847	+	ASP1	YDR321W	BK006938.2	NC_001136.10	1531933
chrIV	1110589	1111692	+	MRPL35	YDR322W	BK006938.2	NC_001136.10	1531933
chrIV	1112003	1112293	-	TIM11	YDR322C-A	BK006938.2	NC_001136.10	1531933
chrIV	1112480	1114027	-	PEP7	YDR323C	BK006938.2	NC_001136.10	1531933
chrIV	1114433	1116763	-	UTP4	YDR324C	BK006938.2	NC_001136.10	1531933
chrIV	1117126	1120233	+	YCG1	YDR325W	BK006938.2	NC_001136.10	1531933
chrIV	1120609	1124925	-	YSP2	YDR326C	BK006938.2	NC_001136.10	1531933
chrIV	1125434	1126018	-	SKP1	YDR328C	BK006938.2	NC_001136.10	1531933
chrIV	1126270	1127595	-	PEX3	YDR329C	BK006938.2	NC_001136.10	1531933
chrIV	1127872	1129374	+	UBX5	YDR330W	BK006938.2	NC_001136.10	1531933
chrIV	1129588	1130823	+	GPI8	YDR331W	BK006938.2	NC_001136.10	1531933
chrIV	1131001	1133070	+	IRC3	YDR332W	BK006938.2	NC_001136.10	1531933
chrIV	1133260	1135431	-	RQC1	YDR333C	BK006938.2	NC_001136.10	1531933
chrIV	1135932	1140476	+	SWR1	YDR334W	BK006938.2	NC_001136.10	1531933
chrIV	1141168	1144842	+	MSN5	YDR335W	BK006938.2	NC_001136.10	1531933
chrIV	1145092	1146036	+	MRX8	YDR336W	BK006938.2	NC_001136.10	1531933
chrIV	1146319	1147179	+	MRPS28	YDR337W	BK006938.2	NC_001136.10	1531933
chrIV	1147379	1149466	-	YDR338C	YDR338C	BK006938.2	NC_001136.10	1531933
chrIV	1149951	1150520	-	FCF1	YDR339C	BK006938.2	NC_001136.10	1531933
chrIV	1150842	1150941	-	YNCD0024C	YNCD0024C	BK006938.2	NC_001136.10	1531933
chrIV	1151803	1153626	-	YDR341C	YDR341C	BK006938.2	NC_001136.10	1531933
chrIV	1154216	1155928	-	HXT7	YDR342C	BK006938.2	NC_001136.10	1531933
chrIV	1159608	1161320	-	HXT6	YDR343C	BK006938.2	NC_001136.10	1531933
chrIV	1162006	1162449	-	YDR344C	YDR344C	BK006938.2	NC_001136.10	1531933
chrIV	1162957	1164660	-	HXT3	YDR345C	BK006938.2	NC_001136.10	1531933
chrIV	1167214	1168659	-	SVF1	YDR346C	BK006938.2	NC_001136.10	1531933
chrIV	1169178	1170143	+	MRP1	YDR347W	BK006938.2	NC_001136.10	1531933
chrIV	1170326	1171825	-	PAL1	YDR348C	BK006938.2	NC_001136.10	1531933
chrIV	1172386	1174176	-	YPS7	YDR349C	BK006938.2	NC_001136.10	1531933
chrIV	1175829	1175901	+	EMT1	YNCD0025W	BK006938.2	NC_001136.10	1531933
chrIV	1176120	1178174	-	ATP22	YDR350C	BK006938.2	NC_001136.10	1531933
chrIV	1178666	1181260	+	SBE2	YDR351W	BK006938.2	NC_001136.10	1531933
chrIV	1181801	1182754	+	YPQ2	YDR352W	BK006938.2	NC_001136.10	1531933
chrIV	1183299	1184258	+	TRR1	YDR353W	BK006938.2	NC_001136.10	1531933
chrIV	1184747	1185889	+	TRP4	YDR354W	BK006938.2	NC_001136.10	1531933
chrIV	1186107	1188941	+	SPC110	YDR356W	BK006938.2	NC_001136.10	1531933
chrIV	1189199	1189567	-	CNL1	YDR357C	BK006938.2	NC_001136.10	1531933
chrIV	1190059	1191732	+	GGA1	YDR358W	BK006938.2	NC_001136.10	1531933
chrIV	1191936	1194884	-	EAF1	YDR359C	BK006938.2	NC_001136.10	1531933
chrIV	1195412	1196263	-	BCP1	YDR361C	BK006938.2	NC_001136.10	1531933
chrIV	1196679	1198697	-	TFC6	YDR362C	BK006938.2	NC_001136.10	1531933
chrIV	1199183	1200553	+	ESC2	YDR363W	BK006938.2	NC_001136.10	1531933
chrIV	1201750	1201822	+	YNCD0026W	YNCD0026W	BK006938.2	NC_001136.10	1531933
chrIV	1202128	1202397	+	SEM1	YDR363W-A	BK006938.2	NC_001136.10	1531933
chrIV	1202843	1204210	-	CDC40	YDR364C	BK006938.2	NC_001136.10	1531933
chrIV	1204497	1206383	-	ESF1	YDR365C	BK006938.2	NC_001136.10	1531933
chrIV	1206997	1212265	+	YDR365W-B	YDR365W-B	BK006938.2	NC_001136.10	1531933
chrIV	1206997	1208319	+	YDR365W-A	YDR365W-A	BK006938.2	NC_001136.10	1531933
chrIV	1212438	1212836	-	MOR1	YDR366C	BK006938.2	NC_001136.10	1531933
chrIV	1212848	1213614	+	KEI1	YDR367W	BK006938.2	NC_001136.10	1531933
chrIV	1213904	1214842	+	YPR1	YDR368W	BK006938.2	NC_001136.10	1531933
chrIV	1215016	1217580	-	XRS2	YDR369C	BK006938.2	NC_001136.10	1531933
chrIV	1217782	1219110	-	DXO1	YDR370C	BK006938.2	NC_001136.10	1531933
chrIV	1219413	1220948	+	CTS2	YDR371W	BK006938.2	NC_001136.10	1531933
chrIV	1221112	1222149	-	VPS74	YDR372C	BK006938.2	NC_001136.10	1531933
chrIV	1222759	1223331	+	FRQ1	YDR373W	BK006938.2	NC_001136.10	1531933
chrIV	1223474	1224394	-	PHO92	YDR374C	BK006938.2	NC_001136.10	1531933
chrIV	1224757	1225026	+	WIP1	YDR374W-A	BK006938.2	NC_001136.10	1531933
chrIV	1225166	1226536	-	BCS1	YDR375C	BK006938.2	NC_001136.10	1531933
chrIV	1226822	1228303	+	ARH1	YDR376W	BK006938.2	NC_001136.10	1531933
chrIV	1228611	1228916	+	ATP17	YDR377W	BK006938.2	NC_001136.10	1531933
chrIV	1229349	1229609	-	LSM6	YDR378C	BK006938.2	NC_001136.10	1531933
chrIV	1230167	1233196	+	RGA2	YDR379W	BK006938.2	NC_001136.10	1531933
chrIV	1233278	1233517	-	SDH6	YDR379C-A	BK006938.2	NC_001136.10	1531933
chrIV	1234218	1236125	+	ARO10	YDR380W	BK006938.2	NC_001136.10	1531933
chrIV	1236558	1238004	+	YRA1	YDR381W	BK006938.2	NC_001136.10	1531933
chrIV	1238312	1238850	-	COI1	YDR381C-A	BK006938.2	NC_001136.10	1531933
chrIV	1239492	1239824	+	RPP2B	YDR382W	BK006938.2	NC_001136.10	1531933
chrIV	1239960	1240676	-	NKP1	YDR383C	BK006938.2	NC_001136.10	1531933
chrIV	1241204	1242031	-	ATO3	YDR384C	BK006938.2	NC_001136.10	1531933
chrIV	1243230	1245758	+	EFT2	YDR385W	BK006938.2	NC_001136.10	1531933
chrIV	1246084	1247982	+	MUS81	YDR386W	BK006938.2	NC_001136.10	1531933
chrIV	1248154	1249821	-	CIN10	YDR387C	BK006938.2	NC_001136.10	1531933
chrIV	1250186	1251634	+	RVS167	YDR388W	BK006938.2	NC_001136.10	1531933
chrIV	1252537	1254501	+	SAC7	YDR389W	BK006938.2	NC_001136.10	1531933
chrIV	1254937	1256847	-	UBA2	YDR390C	BK006938.2	NC_001136.10	1531933
chrIV	1257008	1257079	-	SUF3	YNCD0027C	BK006938.2	NC_001136.10	1531933
chrIV	1257358	1258056	-	YDR391C	YDR391C	BK006938.2	NC_001136.10	1531933
chrIV	1258696	1259709	+	SPT3	YDR392W	BK006938.2	NC_001136.10	1531933
chrIV	1259901	1261271	+	SHE9	YDR393W	BK006938.2	NC_001136.10	1531933
chrIV	1261681	1262967	+	RPT3	YDR394W	BK006938.2	NC_001136.10	1531933
chrIV	1263324	1266158	+	SXM1	YDR395W	BK006938.2	NC_001136.10	1531933
chrIV	1266366	1266898	-	NCB2	YDR397C	BK006938.2	NC_001136.10	1531933
chrIV	1267471	1269402	+	UTP5	YDR398W	BK006938.2	NC_001136.10	1531933
chrIV	1270068	1270733	+	HPT1	YDR399W	BK006938.2	NC_001136.10	1531933
chrIV	1271063	1272085	+	URH1	YDR400W	BK006938.2	NC_001136.10	1531933
chrIV	1272234	1273703	-	DIT2	YDR402C	BK006938.2	NC_001136.10	1531933
chrIV	1274602	1276212	+	DIT1	YDR403W	BK006938.2	NC_001136.10	1531933
chrIV	1276654	1277169	-	RPB7	YDR404C	BK006938.2	NC_001136.10	1531933
chrIV	1277646	1278437	+	MRP20	YDR405W	BK006938.2	NC_001136.10	1531933
chrIV	1279210	1283799	+	PDR15	YDR406W	BK006938.2	NC_001136.10	1531933
chrIV	1284069	1287938	-	TRS120	YDR407C	BK006938.2	NC_001136.10	1531933
chrIV	1288215	1288859	-	ADE8	YDR408C	BK006938.2	NC_001136.10	1531933
chrIV	1289406	1292120	+	SIZ1	YDR409W	BK006938.2	NC_001136.10	1531933
chrIV	1292372	1293091	-	STE14	YDR410C	BK006938.2	NC_001136.10	1531933
chrIV	1293369	1294394	-	DFM1	YDR411C	BK006938.2	NC_001136.10	1531933
chrIV	1294693	1295400	+	RRP17	YDR412W	BK006938.2	NC_001136.10	1531933
chrIV	1295598	1296686	-	ERD1	YDR414C	BK006938.2	NC_001136.10	1531933
chrIV	1297037	1298161	-	YDR415C	YDR415C	BK006938.2	NC_001136.10	1531933
chrIV	1298432	1301011	+	SYF1	YDR416W	BK006938.2	NC_001136.10	1531933
chrIV	1301616	1302113	+	RPL12B	YDR418W	BK006938.2	NC_001136.10	1531933
chrIV	1303174	1305072	+	RAD30	YDR419W	BK006938.2	NC_001136.10	1531933
chrIV	1305630	1305712	+	YNCD0028W	YNCD0028W	BK006938.2	NC_001136.10	1531933
chrIV	1306267	1311675	+	HKR1	YDR420W	BK006938.2	NC_001136.10	1531933
chrIV	1312040	1314892	+	ARO80	YDR421W	BK006938.2	NC_001136.10	1531933
chrIV	1315326	1317773	-	SIP1	YDR422C	BK006938.2	NC_001136.10	1531933
chrIV	1318046	1319275	-	CAD1	YDR423C	BK006938.2	NC_001136.10	1531933
chrIV	1319387	1319841	-	DYN2	YDR424C	BK006938.2	NC_001136.10	1531933
chrIV	1320064	1321941	+	SNX41	YDR425W	BK006938.2	NC_001136.10	1531933
chrIV	1322205	1323386	+	RPN9	YDR427W	BK006938.2	NC_001136.10	1531933
chrIV	1323454	1324239	-	BNA7	YDR428C	BK006938.2	NC_001136.10	1531933
chrIV	1324477	1325301	-	TIF35	YDR429C	BK006938.2	NC_001136.10	1531933
chrIV	1325501	1328470	-	CYM1	YDR430C	BK006938.2	NC_001136.10	1531933
chrIV	1328783	1330027	+	NPL3	YDR432W	BK006938.2	NC_001136.10	1531933
chrIV	1331237	1332841	+	GPI17	YDR434W	BK006938.2	NC_001136.10	1531933
chrIV	1332983	1333969	-	PPM1	YDR435C	BK006938.2	NC_001136.10	1531933
chrIV	1334821	1336953	+	PPZ2	YDR436W	BK006938.2	NC_001136.10	1531933
chrIV	1337352	1337774	+	GPI19	YDR437W	BK006938.2	NC_001136.10	1531933
chrIV	1338274	1339386	+	THI74	YDR438W	BK006938.2	NC_001136.10	1531933
chrIV	1339676	1340719	+	LRS4	YDR439W	BK006938.2	NC_001136.10	1531933
chrIV	1342493	1344241	+	DOT1	YDR440W	BK006938.2	NC_001136.10	1531933
chrIV	1344517	1345062	-	APT2	YDR441C	BK006938.2	NC_001136.10	1531933
chrIV	1345676	1349938	-	SSN2	YDR443C	BK006938.2	NC_001136.10	1531933
chrIV	1350290	1352353	+	YDR444W	YDR444W	BK006938.2	NC_001136.10	1531933
chrIV	1352466	1352538	-	YNCD0029C	YNCD0029C	BK006938.2	NC_001136.10	1531933
chrIV	1353725	1354633	+	ECM11	YDR446W	BK006938.2	NC_001136.10	1531933
chrIV	1354829	1355553	-	RPS17B	YDR447C	BK006938.2	NC_001136.10	1531933
chrIV	1356065	1357369	+	ADA2	YDR448W	BK006938.2	NC_001136.10	1531933
chrIV	1357580	1358902	-	UTP6	YDR449C	BK006938.2	NC_001136.10	1531933
chrIV	1359923	1360798	+	RPS18A	YDR450W	BK006938.2	NC_001136.10	1531933
chrIV	1361120	1362181	-	YHP1	YDR451C	BK006938.2	NC_001136.10	1531933
chrIV	1362878	1364902	+	PPN1	YDR452W	BK006938.2	NC_001136.10	1531933
chrIV	1365072	1365662	-	TSA2	YDR453C	BK006938.2	NC_001136.10	1531933
chrIV	1366264	1366827	-	GUK1	YDR454C	BK006938.2	NC_001136.10	1531933
chrIV	1367485	1369386	+	NHX1	YDR456W	BK006938.2	NC_001136.10	1531933
chrIV	1369790	1379596	+	TOM1	YDR457W	BK006938.2	NC_001136.10	1531933
chrIV	1380055	1382046	-	HEH2	YDR458C	BK006938.2	NC_001136.10	1531933
chrIV	1382319	1383443	-	PFA5	YDR459C	BK006938.2	NC_001136.10	1531933
chrIV	1383811	1384776	+	TFB3	YDR460W	BK006938.2	NC_001136.10	1531933
chrIV	1385176	1385286	+	MFA1	YDR461W	BK006938.2	NC_001136.10	1531933
chrIV	1385524	1385766	-	CMI8	YDR461C-A	BK006938.2	NC_001136.10	1531933
chrIV	1386073	1386516	+	MRPL28	YDR462W	BK006938.2	NC_001136.10	1531933
chrIV	1386816	1388375	+	STP1	YDR463W	BK006938.2	NC_001136.10	1531933
chrIV	1388872	1393179	+	SPP41	YDR464W	BK006938.2	NC_001136.10	1531933
chrIV	1393336	1394574	-	RMT2	YDR465C	BK006938.2	NC_001136.10	1531933
chrIV	1395121	1397817	+	PKH3	YDR466W	BK006938.2	NC_001136.10	1531933
chrIV	1398026	1398700	-	TLG1	YDR468C	BK006938.2	NC_001136.10	1531933
chrIV	1399015	1399542	+	SDC1	YDR469W	BK006938.2	NC_001136.10	1531933
chrIV	1399706	1401214	-	UGO1	YDR470C	BK006938.2	NC_001136.10	1531933
chrIV	1401770	1402564	+	RPL27B	YDR471W	BK006938.2	NC_001136.10	1531933
chrIV	1402919	1403042	+	SNR13	YNCD0030W	BK006938.2	NC_001136.10	1531933
chrIV	1403322	1404173	+	TRS31	YDR472W	BK006938.2	NC_001136.10	1531933
chrIV	1404445	1405854	-	PRP3	YDR473C	BK006938.2	NC_001136.10	1531933
chrIV	1407464	1410094	-	JIP4	YDR475C	BK006938.2	NC_001136.10	1531933
chrIV	1410453	1411127	-	YDR476C	YDR476C	BK006938.2	NC_001136.10	1531933
chrIV	1412373	1414274	+	SNF1	YDR477W	BK006938.2	NC_001136.10	1531933
chrIV	1414575	1415171	+	SNM1	YDR478W	BK006938.2	NC_001136.10	1531933
chrIV	1415210	1416874	-	PEX29	YDR479C	BK006938.2	NC_001136.10	1531933
chrIV	1417399	1418370	+	DIG2	YDR480W	BK006938.2	NC_001136.10	1531933
chrIV	1418550	1420250	-	PHO8	YDR481C	BK006938.2	NC_001136.10	1531933
chrIV	1420431	1420838	-	CWC21	YDR482C	BK006938.2	NC_001136.10	1531933
chrIV	1421157	1422485	+	KRE2	YDR483W	BK006938.2	NC_001136.10	1531933
chrIV	1422763	1424688	+	VPS52	YDR484W	BK006938.2	NC_001136.10	1531933
chrIV	1424820	1427207	-	VPS72	YDR485C	BK006938.2	NC_001136.10	1531933
chrIV	1427431	1428120	-	VPS60	YDR486C	BK006938.2	NC_001136.10	1531933
chrIV	1428354	1428980	-	RIB3	YDR487C	BK006938.2	NC_001136.10	1531933
chrIV	1429188	1430789	-	PAC11	YDR488C	BK006938.2	NC_001136.10	1531933
chrIV	1431012	1431896	+	SLD5	YDR489W	BK006938.2	NC_001136.10	1531933
chrIV	1431968	1434268	-	PKH1	YDR490C	BK006938.2	NC_001136.10	1531933
chrIV	1434924	1435874	+	IZH1	YDR492W	BK006938.2	NC_001136.10	1531933
chrIV	1436217	1436588	+	MZM1	YDR493W	BK006938.2	NC_001136.10	1531933
chrIV	1436930	1438015	+	RSM28	YDR494W	BK006938.2	NC_001136.10	1531933
chrIV	1438115	1441150	-	VPS3	YDR495C	BK006938.2	NC_001136.10	1531933
chrIV	1441433	1443403	-	PUF6	YDR496C	BK006938.2	NC_001136.10	1531933
chrIV	1443713	1445467	-	ITR1	YDR497C	BK006938.2	NC_001136.10	1531933
chrIV	1445843	1446994	-	SEC20	YDR498C	BK006938.2	NC_001136.10	1531933
chrIV	1447830	1450073	+	LCD1	YDR499W	BK006938.2	NC_001136.10	1531933
chrIV	1450198	1450853	-	RPL37B	YDR500C	BK006938.2	NC_001136.10	1531933
chrIV	1451353	1452918	+	PLM2	YDR501W	BK006938.2	NC_001136.10	1531933
chrIV	1453310	1454464	-	SAM2	YDR502C	BK006938.2	NC_001136.10	1531933
chrIV	1455042	1455866	-	LPP1	YDR503C	BK006938.2	NC_001136.10	1531933
chrIV	1456311	1456694	-	SPG3	YDR504C	BK006938.2	NC_001136.10	1531933
chrIV	1456695	1459220	-	PSP1	YDR505C	BK006938.2	NC_001136.10	1531933
chrIV	1459728	1461554	-	GMC1	YDR506C	BK006938.2	NC_001136.10	1531933
chrIV	1461715	1461829	-	YNCD0031C	YNCD0031C	BK006938.2	NC_001136.10	1531933
chrIV	1462358	1465786	-	GIN4	YDR507C	BK006938.2	NC_001136.10	1531933
chrIV	1466453	1468444	-	GNP1	YDR508C	BK006938.2	NC_001136.10	1531933
chrIV	1469400	1469705	+	SMT3	YDR510W	BK006938.2	NC_001136.10	1531933
chrIV	1470017	1470418	+	SDH7	YDR511W	BK006938.2	NC_001136.10	1531933
chrIV	1470500	1471063	-	EMI1	YDR512C	BK006938.2	NC_001136.10	1531933
chrIV	1471017	1471448	+	GRX2	YDR513W	BK006938.2	NC_001136.10	1531933
chrIV	1471548	1472999	-	YDR514C	YDR514C	BK006938.2	NC_001136.10	1531933
chrIV	1473429	1474772	+	SLF1	YDR515W	BK006938.2	NC_001136.10	1531933
chrIV	1474974	1476476	-	EMI2	YDR516C	BK006938.2	NC_001136.10	1531933
chrIV	1477239	1478357	+	GRH1	YDR517W	BK006938.2	NC_001136.10	1531933
chrIV	1478608	1480161	+	EUG1	YDR518W	BK006938.2	NC_001136.10	1531933
chrIV	1480425	1480832	+	FPR2	YDR519W	BK006938.2	NC_001136.10	1531933
chrIV	1481085	1483403	-	URC2	YDR520C	BK006938.2	NC_001136.10	1531933
chrIV	1483795	1485303	-	SPS2	YDR522C	BK006938.2	NC_001136.10	1531933
chrIV	1485566	1487038	-	SPS1	YDR523C	BK006938.2	NC_001136.10	1531933
chrIV	1487542	1488990	-	AGE1	YDR524C	BK006938.2	NC_001136.10	1531933
chrIV	1489403	1489492	+	YDR524W-C	YDR524W-C	BK006938.2	NC_001136.10	1531933
chrIV	1489598	1489798	-	YDR524C-B	YDR524C-B	BK006938.2	NC_001136.10	1531933
chrIV	1489905	1490234	+	API2	YDR525W	BK006938.2	NC_001136.10	1531933
chrIV	1490596	1490835	+	SNA2	YDR525W-A	BK006938.2	NC_001136.10	1531933
chrIV	1491094	1492413	+	RBA50	YDR527W	BK006938.2	NC_001136.10	1531933
chrIV	1492477	1493026	-	SNR84	YNCD0032C	BK006938.2	NC_001136.10	1531933
chrIV	1494586	1495857	+	HLR1	YDR528W	BK006938.2	NC_001136.10	1531933
chrIV	1496165	1496548	-	QCR7	YDR529C	BK006938.2	NC_001136.10	1531933
chrIV	1496791	1497768	-	APA2	YDR530C	BK006938.2	NC_001136.10	1531933
chrIV	1498232	1499335	+	CAB1	YDR531W	BK006938.2	NC_001136.10	1531933
chrIV	1499396	1500553	-	KRE28	YDR532C	BK006938.2	NC_001136.10	1531933
chrIV	1501447	1502160	-	HSP31	YDR533C	BK006938.2	NC_001136.10	1531933
chrIV	1503314	1504900	-	FIT1	YDR534C	BK006938.2	NC_001136.10	1531933
chrIV	1508005	1509714	+	STL1	YDR536W	BK006938.2	NC_001136.10	1531933
chrIV	1510902	1511630	+	PAD1	YDR538W	BK006938.2	NC_001136.10	1531933
chrIV	1512094	1513605	+	FDC1	YDR539W	BK006938.2	NC_001136.10	1531933
chrIV	1517136	1517675	-	IRC4	YDR540C	BK006938.2	NC_001136.10	1531933
chrIV	1519664	1520698	-	YDR541C	YDR541C	BK006938.2	NC_001136.10	1531933
chrIV	1523249	1523611	+	PAU10	YDR542W	BK006938.2	NC_001136.10	1531933
chrIV	1526321	1531711	+	YRF1-1	YDR545W	BK006938.2	NC_001136.10	1531933
chrV	264	4097	-	YEL077C	YEL077C	BK006939.2	NC_001137.3	576874
chrV	4185	5114	-	YEL076C-A	YEL076C-A	BK006939.2	NC_001137.3	576874
chrV	4464	5114	-	YEL076C	YEL076C	BK006939.2	NC_001137.3	576874
chrV	5345	5713	-	YEL075C	YEL075C	BK006939.2	NC_001137.3	576874
chrV	7230	7553	-	YEL073C	YEL073C	BK006939.2	NC_001137.3	576874
chrV	13720	14415	+	RMD6	YEL072W	BK006939.2	NC_001137.3	576874
chrV	16355	17845	+	DLD3	YEL071W	BK006939.2	NC_001137.3	576874
chrV	19589	21097	+	DSF1	YEL070W	BK006939.2	NC_001137.3	576874
chrV	21537	23231	-	HXT13	YEL069C	BK006939.2	NC_001137.3	576874
chrV	25646	25978	-	YEL068C	YEL068C	BK006939.2	NC_001137.3	576874
chrV	26189	26776	-	YEL067C	YEL067C	BK006939.2	NC_001137.3	576874
chrV	26721	27206	+	HPA3	YEL066W	BK006939.2	NC_001137.3	576874
chrV	27657	29543	+	SIT1	YEL065W	BK006939.2	NC_001137.3	576874
chrV	29797	31239	-	AVT2	YEL064C	BK006939.2	NC_001137.3	576874
chrV	31694	33466	-	CAN1	YEL063C	BK006939.2	NC_001137.3	576874
chrV	34407	36254	+	NPR2	YEL062W	BK006939.2	NC_001137.3	576874
chrV	36535	39537	-	CIN8	YEL061C	BK006939.2	NC_001137.3	576874
chrV	40046	41953	-	PRB1	YEL060C	BK006939.2	NC_001137.3	576874
chrV	42400	42624	-	SOM1	YEL059C-A	BK006939.2	NC_001137.3	576874
chrV	42652	42960	+	HHY1	YEL059W	BK006939.2	NC_001137.3	576874
chrV	43252	44925	+	PCM1	YEL058W	BK006939.2	NC_001137.3	576874
chrV	45020	45721	-	SDD1	YEL057C	BK006939.2	NC_001137.3	576874
chrV	47168	48373	+	HAT2	YEL056W	BK006939.2	NC_001137.3	576874
chrV	48471	51539	-	POL5	YEL055C	BK006939.2	NC_001137.3	576874
chrV	52150	52320	-	SNR80	YNCE0001C	BK006939.2	NC_001137.3	576874
chrV	52721	53218	-	RPL12A	YEL054C	BK006939.2	NC_001137.3	576874
chrV	53901	56102	-	MAK10	YEL053C	BK006939.2	NC_001137.3	576874
chrV	56571	58100	+	AFG1	YEL052W	BK006939.2	NC_001137.3	576874
chrV	58378	59148	+	VMA8	YEL051W	BK006939.2	NC_001137.3	576874
chrV	59670	60851	-	RML2	YEL050C	BK006939.2	NC_001137.3	576874
chrV	61352	61433	+	SNR67	YNCE0002W	BK006939.2	NC_001137.3	576874
chrV	61699	61789	+	SNR53	YNCE0003W	BK006939.2	NC_001137.3	576874
chrV	61890	61960	-	YNCE0004C	YNCE0004C	BK006939.2	NC_001137.3	576874
chrV	63728	64090	+	PAU2	YEL049W	BK006939.2	NC_001137.3	576874
chrV	64709	65167	-	TCA17	YEL048C	BK006939.2	NC_001137.3	576874
chrV	65385	66797	-	FRD1	YEL047C	BK006939.2	NC_001137.3	576874
chrV	67629	68792	-	GLY1	YEL046C	BK006939.2	NC_001137.3	576874
chrV	69757	70257	+	IES6	YEL044W	BK006939.2	NC_001137.3	576874
chrV	70478	73348	+	GTA1	YEL043W	BK006939.2	NC_001137.3	576874
chrV	73771	75327	+	GDA1	YEL042W	BK006939.2	NC_001137.3	576874
chrV	75944	77431	+	YEF1	YEL041W	BK006939.2	NC_001137.3	576874
chrV	78053	79456	+	UTR2	YEL040W	BK006939.2	NC_001137.3	576874
chrV	79636	79977	-	CYC7	YEL039C	BK006939.2	NC_001137.3	576874
chrV	80462	81145	+	UTR4	YEL038W	BK006939.2	NC_001137.3	576874
chrV	81407	82603	-	RAD23	YEL037C	BK006939.2	NC_001137.3	576874
chrV	83050	84552	-	ANP1	YEL036C	BK006939.2	NC_001137.3	576874
chrV	85045	85545	-	UTR5	YEL035C	BK006939.2	NC_001137.3	576874
chrV	85676	86149	+	HYP2	YEL034W	BK006939.2	NC_001137.3	576874
chrV	86179	86598	+	MTC7	YEL033W	BK006939.2	NC_001137.3	576874
chrV	86604	86685	+	YNCE0005W	YNCE0005W	BK006939.2	NC_001137.3	576874
chrV	86937	89852	+	MCM3	YEL032W	BK006939.2	NC_001137.3	576874
chrV	90258	93905	+	SPF1	YEL031W	BK006939.2	NC_001137.3	576874
chrV	94644	96578	+	ECM10	YEL030W	BK006939.2	NC_001137.3	576874
chrV	96858	97796	-	BUD16	YEL029C	BK006939.2	NC_001137.3	576874
chrV	98668	99129	+	YEL028W	YEL028W	BK006939.2	NC_001137.3	576874
chrV	100133	100204	+	IMT4	YNCE0006W	BK006939.2	NC_001137.3	576874
chrV	100769	101251	+	VMA3	YEL027W	BK006939.2	NC_001137.3	576874
chrV	101943	102323	+	SNU13	YEL026W	BK006939.2	NC_001137.3	576874
chrV	102581	106147	-	YEL025C	YEL025C	BK006939.2	NC_001137.3	576874
chrV	107260	107907	+	RIP1	YEL024W	BK006939.2	NC_001137.3	576874
chrV	108504	110552	-	YEL023C	YEL023C	BK006939.2	NC_001137.3	576874
